nkerns =  [20 50] (2,)
training @ iter =  8300
training @ iter =  8400
training @ iter =  8500
training @ iter =  8600
--> train minibatch error =  0.14
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.38
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 33600 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 33750 chunk_18_50000.pkl
training @ iter =  8700
training @ iter =  8800
training @ iter =  8900
training @ iter =  9000
--> train minibatch error =  0.12
-->  9 1200 chunk_19_50000.pkl
--> train minibatch error =  0.12
-->  9 3600 chunk_19_50000.pkl
training @ iter =  9100
--> train minibatch error =  0.14
-->  9 7150 chunk_19_50000.pkl
training @ iter =  9200
training @ iter =  9300
training @ iter =  9400
training @ iter =  9500
--> train minibatch error =  0.18
-->  9 26850 chunk_19_50000.pkl
--> train minibatch error =  0.14
-->  9 26900 chunk_19_50000.pkl
training @ iter =  9600
training @ iter =  9700
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  9800
training @ iter =  9900
iter  9999  validation
epoch 1, iter 10000, validation error 1.551000 %
epoch 1, iter 10000, train minibatch error 0.000000 %
epoch 1, iter 10000, train buffer error 0.800000 %
patience =  50000 0.99 19998
FPR, FNR =  0.0219610642456 0.00907502872124
training @ iter =  10000
--> train minibatch error =  0.12
-->  10 350 chunk_20_50000.pkl
training @ iter =  10100
--> train minibatch error =  0.2
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.28
-->  10 9150 chunk_20_50000.pkl
training @ iter =  10200
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  10300
--> train minibatch error =  0.14
-->  10 16700 chunk_20_50000.pkl
--> train minibatch error =  0.2
-->  10 16750 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 17850 chunk_20_50000.pkl
training @ iter =  10400
training @ iter =  10500
--> train minibatch error =  0.14
-->  10 25050 chunk_20_50000.pkl
training @ iter =  10600
training @ iter =  10700
training @ iter =  10800
training @ iter =  10900
training @ iter =  11000
training @ iter =  11100
training @ iter =  11200
--> train minibatch error =  0.12
-->  11 12200 chunk_21_50000.pkl
training @ iter =  11300
training @ iter =  11400
training @ iter =  11500
training @ iter =  11600
--> train minibatch error =  0.12
-->  11 30100 chunk_21_50000.pkl
--> train minibatch error =  0.16
-->  11 30200 chunk_21_50000.pkl
--> train minibatch error =  0.2
-->  11 33450 chunk_21_50000.pkl
--> train minibatch error =  0.16
-->  11 33500 chunk_21_50000.pkl
--> train minibatch error =  0.28
-->  11 33550 chunk_21_50000.pkl
training @ iter =  11700
training @ iter =  11800
--> train minibatch error =  0.18
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 41300 chunk_21_50000.pkl
--> train minibatch error =  0.16
-->  11 41400 chunk_21_50000.pkl
training @ iter =  11900
--> train minibatch error =  0.12
-->  11 48800 chunk_21_50000.pkl
iter  11999  validation
epoch 1, iter 12000, validation error 1.680000 %
epoch 1, iter 12000, train minibatch error 0.000000 %
epoch 1, iter 12000, train buffer error 1.100000 %
training @ iter =  12000
--> train minibatch error =  0.12
-->  12 750 chunk_22_50000.pkl
training @ iter =  12100
training @ iter =  12200
training @ iter =  12300
training @ iter =  12400
training @ iter =  12500
training @ iter =  12600
training @ iter =  12700
training @ iter =  12800
training @ iter =  12900
--> train minibatch error =  0.12
-->  12 47350 chunk_22_50000.pkl
training @ iter =  13000
training @ iter =  13100
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  13200
training @ iter =  13300
training @ iter =  13400
training @ iter =  13500
training @ iter =  13600
training @ iter =  13700
training @ iter =  13800
--> train minibatch error =  0.12
-->  13 40250 chunk_23_50000.pkl
training @ iter =  13900
iter  13999  validation
epoch 1, iter 14000, validation error 1.418000 %
epoch 1, iter 14000, train minibatch error 0.000000 %
epoch 1, iter 14000, train buffer error 0.900000 %
patience =  50000 0.99 27998
FPR, FNR =  0.0152640137151 0.0131295326687
training @ iter =  14000
training @ iter =  14100
training @ iter =  14200
training @ iter =  14300
training @ iter =  14400
training @ iter =  14500
training @ iter =  14600
--> train minibatch error =  0.14
-->  14 32650 chunk_24_50000.pkl
training @ iter =  14700
--> train minibatch error =  0.24
-->  14 37000 chunk_24_50000.pkl
training @ iter =  14800
training @ iter =  14900
training @ iter =  15000
training @ iter =  15100
training @ iter =  15200
training @ iter =  15300
training @ iter =  15400
training @ iter =  15500
training @ iter =  15600
training @ iter =  15700
training @ iter =  15800
training @ iter =  15900
iter  15999  validation
epoch 1, iter 16000, validation error 1.469000 %
epoch 1, iter 16000, train minibatch error 4.000000 %
epoch 1, iter 16000, train buffer error 1.000000 %
training @ iter =  16000
training @ iter =  16100
training @ iter =  16200
training @ iter =  16300
training @ iter =  16400
training @ iter =  16500
training @ iter =  16600
training @ iter =  16700
training @ iter =  16800
training @ iter =  16900
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  17000
training @ iter =  17100
training @ iter =  17200
training @ iter =  17300
training @ iter =  17400
training @ iter =  17500
training @ iter =  17600
training @ iter =  17700
training @ iter =  17800
--> train minibatch error =  0.14
-->  17 42950 chunk_27_50000.pkl
--> train minibatch error =  0.2
-->  17 43000 chunk_27_50000.pkl
--> train minibatch error =  0.16
-->  17 44550 chunk_27_50000.pkl
training @ iter =  17900
iter  17999  validation
epoch 1, iter 18000, validation error 3.117000 %
epoch 1, iter 18000, train minibatch error 0.000000 %
epoch 1, iter 18000, train buffer error 2.100000 %
--> train minibatch error =  0.12
-->  18 0 chunk_28_50000.pkl
training @ iter =  18000
training @ iter =  18100
training @ iter =  18200
training @ iter =  18300
training @ iter =  18400
training @ iter =  18500
training @ iter =  18600
training @ iter =  18700
ERROR:  /home/ireyes/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
--> train minibatch error =  0.14
-->  19 2150 chunk_4_50000.pkl
training @ iter =  18800
training @ iter =  18900
--> train minibatch error =  0.12
-->  19 8950 chunk_4_50000.pkl
--> train minibatch error =  0.12
-->  19 9000 chunk_4_50000.pkl
training @ iter =  19000
--> train minibatch error =  0.12
-->  19 14600 chunk_4_50000.pkl
training @ iter =  19100
training @ iter =  19200
training @ iter =  19300
training @ iter =  19400
training @ iter =  19500
--> train minibatch error =  0.18
-->  19 41400 chunk_4_50000.pkl
training @ iter =  19600
training @ iter =  19700
training @ iter =  19800
--> train minibatch error =  0.24
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
--> train minibatch error =  0.4
-->  20 6000 chunk_5_50000.pkl
training @ iter =  19900
--> train minibatch error =  0.12
-->  20 13000 chunk_5_50000.pkl
iter  19999  validation
epoch 1, iter 20000, validation error 1.670000 %
epoch 1, iter 20000, train minibatch error 0.000000 %
epoch 1, iter 20000, train buffer error 1.100000 %
training @ iter =  20000
training @ iter =  20100
training @ iter =  20200
training @ iter =  20300
training @ iter =  20400
training @ iter =  20500
--> train minibatch error =  0.12
-->  20 41050 chunk_5_50000.pkl
training @ iter =  20600
training @ iter =  20700
training @ iter =  20800
training @ iter =  20900
--> train minibatch error =  0.12
-->  21 12100 chunk_6_50000.pkl
training @ iter =  21000
training @ iter =  21100
training @ iter =  21200
--> train minibatch error =  0.12
-->  21 24300 chunk_6_50000.pkl
training @ iter =  21300
training @ iter =  21400
training @ iter =  21500
--> train minibatch error =  0.14
-->  21 41850 chunk_6_50000.pkl
training @ iter =  21600
training @ iter =  21700
--> train minibatch error =  0.12
-->  21 49600 chunk_6_50000.pkl
training @ iter =  21800
--> train minibatch error =  0.42
-->  22 7750 chunk_7_50000.pkl
training @ iter =  21900
iter  21999  validation
epoch 1, iter 22000, validation error 1.535000 %
epoch 1, iter 22000, train minibatch error 0.000000 %
epoch 1, iter 22000, train buffer error 2.000000 %
training @ iter =  22000
training @ iter =  22100
training @ iter =  22200
training @ iter =  22300
--> train minibatch error =  0.12
-->  22 32050 chunk_7_50000.pkl
training @ iter =  22400
training @ iter =  22500
training @ iter =  22600
training @ iter =  22700
training @ iter =  22800
training @ iter =  22900
training @ iter =  23000
training @ iter =  23100
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 21500 chunk_8_50000.pkl
training @ iter =  23200
--> train minibatch error =  0.14
-->  23 25850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 25950 chunk_8_50000.pkl
training @ iter =  23300
--> train minibatch error =  0.16
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.14
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.3
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32050 chunk_8_50000.pkl
training @ iter =  23400
training @ iter =  23500
training @ iter =  23600
training @ iter =  23700
--> train minibatch error =  0.12
-->  24 150 chunk_9_50000.pkl
training @ iter =  23800
training @ iter =  23900
iter  23999  validation
epoch 1, iter 24000, validation error 1.562000 %
epoch 1, iter 24000, train minibatch error 2.000000 %
epoch 1, iter 24000, train buffer error 2.600000 %
training @ iter =  24000
training @ iter =  24100
training @ iter =  24200
training @ iter =  24300
--> train minibatch error =  0.12
-->  24 33600 chunk_9_50000.pkl
training @ iter =  24400
--> train minibatch error =  0.14
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.5
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.32
-->  24 34850 chunk_9_50000.pkl
training @ iter =  24500
training @ iter =  24600
training @ iter =  24700
training @ iter =  24800
training @ iter =  24900
training @ iter =  25000
training @ iter =  25100
training @ iter =  25200
training @ iter =  25300
--> train minibatch error =  0.18
-->  0 31200 chunk_10_50000.pkl
training @ iter =  25400
training @ iter =  25500
training @ iter =  25600
training @ iter =  25700
training @ iter =  25800
training @ iter =  25900
iter  25999  validation
epoch 2, iter 26000, validation error 1.184000 %
epoch 2, iter 26000, train minibatch error 0.000000 %
epoch 2, iter 26000, train buffer error 0.800000 %
patience =  51998 0.99 51998
FPR, FNR =  0.0119197907019 0.011822908666
training @ iter =  26000
training @ iter =  26100
training @ iter =  26200
training @ iter =  26300
training @ iter =  26400
training @ iter =  26500
training @ iter =  26600
training @ iter =  26700
training @ iter =  26800
training @ iter =  26900
training @ iter =  27000
training @ iter =  27100
training @ iter =  27200
training @ iter =  27300
training @ iter =  27400
--> train minibatch error =  0.14
-->  2 34850 chunk_12_50000.pkl
training @ iter =  27500
training @ iter =  27600
training @ iter =  27700
--> train minibatch error =  0.12
-->  3 3550 chunk_13_50000.pkl
training @ iter =  27800
training @ iter =  27900
iter  27999  validation
epoch 2, iter 28000, validation error 1.198000 %
epoch 2, iter 28000, train minibatch error 2.000000 %
epoch 2, iter 28000, train buffer error 0.800000 %
training @ iter =  28000
training @ iter =  28100
training @ iter =  28200
training @ iter =  28300
training @ iter =  28400
--> train minibatch error =  0.18
-->  3 34000 chunk_13_50000.pkl
training @ iter =  28500
training @ iter =  28600
training @ iter =  28700
training @ iter =  28800
training @ iter =  28900
training @ iter =  29000
training @ iter =  29100
training @ iter =  29200
training @ iter =  29300
training @ iter =  29400
--> train minibatch error =  0.12
-->  4 36550 chunk_14_50000.pkl
training @ iter =  29500
training @ iter =  29600
--> train minibatch error =  0.14
-->  4 46200 chunk_14_50000.pkl
training @ iter =  29700
training @ iter =  29800
training @ iter =  29900
iter  29999  validation
epoch 2, iter 30000, validation error 1.169000 %
epoch 2, iter 30000, train minibatch error 0.000000 %
epoch 2, iter 30000, train buffer error 0.600000 %
patience =  59998 0.99 59998
FPR, FNR =  0.015720553454 0.00768732243031
training @ iter =  30000
training @ iter =  30100
training @ iter =  30200
training @ iter =  30300
training @ iter =  30400
training @ iter =  30500
training @ iter =  30600
--> train minibatch error =  0.12
-->  5 46250 chunk_15_50000.pkl
training @ iter =  30700
training @ iter =  30800
training @ iter =  30900
training @ iter =  31000
training @ iter =  31100
training @ iter =  31200
training @ iter =  31300
training @ iter =  31400
training @ iter =  31500
training @ iter =  31600
training @ iter =  31700
training @ iter =  31800
training @ iter =  31900
iter  31999  validation
epoch 2, iter 32000, validation error 1.167000 %
epoch 2, iter 32000, train minibatch error 2.000000 %
epoch 2, iter 32000, train buffer error 1.000000 %
FPR, FNR =  0.0119294555616 0.0113878199738
training @ iter =  32000
training @ iter =  32100
training @ iter =  32200
training @ iter =  32300
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  32400
--> train minibatch error =  0.12
-->  7 34400 chunk_17_50000.pkl
training @ iter =  32500
training @ iter =  32600
--> train minibatch error =  0.16
-->  7 44700 chunk_17_50000.pkl
training @ iter =  32700
training @ iter =  32800
--> train minibatch error =  0.12
-->  8 4750 chunk_18_50000.pkl
training @ iter =  32900
training @ iter =  33000
training @ iter =  33100
training @ iter =  33200
training @ iter =  33300
--> train minibatch error =  0.14
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.14
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.5
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  33400
training @ iter =  33500
training @ iter =  33600
training @ iter =  33700
--> train minibatch error =  0.12
-->  9 1200 chunk_19_50000.pkl
--> train minibatch error =  0.12
-->  9 3600 chunk_19_50000.pkl
training @ iter =  33800
training @ iter =  33900
--> train minibatch error =  0.14
-->  9 9050 chunk_19_50000.pkl
iter  33999  validation
epoch 2, iter 34000, validation error 1.132000 %
epoch 2, iter 34000, train minibatch error 0.000000 %
epoch 2, iter 34000, train buffer error 1.300000 %
patience =  67998 0.99 67998
FPR, FNR =  0.0107100250777 0.0119284809604
training @ iter =  34000
training @ iter =  34100
--> train minibatch error =  0.12
-->  9 20550 chunk_19_50000.pkl
training @ iter =  34200
training @ iter =  34300
training @ iter =  34400
--> train minibatch error =  0.12
-->  9 35350 chunk_19_50000.pkl
training @ iter =  34500
training @ iter =  34600
training @ iter =  34700
training @ iter =  34800
training @ iter =  34900
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.18
-->  10 9150 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
training @ iter =  35000
--> train minibatch error =  0.14
-->  10 16700 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 16750 chunk_20_50000.pkl
training @ iter =  35100
training @ iter =  35200
--> train minibatch error =  0.14
-->  10 25050 chunk_20_50000.pkl
training @ iter =  35300
training @ iter =  35400
training @ iter =  35500
training @ iter =  35600
training @ iter =  35700
training @ iter =  35800
training @ iter =  35900
iter  35999  validation
epoch 2, iter 36000, validation error 1.151000 %
epoch 2, iter 36000, train minibatch error 0.000000 %
epoch 2, iter 36000, train buffer error 1.200000 %
training @ iter =  36000
training @ iter =  36100
training @ iter =  36200
training @ iter =  36300
training @ iter =  36400
training @ iter =  36500
--> train minibatch error =  0.12
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.2
-->  11 41400 chunk_21_50000.pkl
training @ iter =  36600
training @ iter =  36700
--> train minibatch error =  0.12
-->  12 750 chunk_22_50000.pkl
training @ iter =  36800
training @ iter =  36900
training @ iter =  37000
training @ iter =  37100
training @ iter =  37200
training @ iter =  37300
--> train minibatch error =  0.14
-->  12 29250 chunk_22_50000.pkl
training @ iter =  37400
training @ iter =  37500
training @ iter =  37600
--> train minibatch error =  0.12
-->  12 47350 chunk_22_50000.pkl
training @ iter =  37700
training @ iter =  37800
training @ iter =  37900
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
iter  37999  validation
epoch 2, iter 38000, validation error 1.183000 %
epoch 2, iter 38000, train minibatch error 0.000000 %
epoch 2, iter 38000, train buffer error 0.500000 %
training @ iter =  38000
training @ iter =  38100
training @ iter =  38200
training @ iter =  38300
training @ iter =  38400
training @ iter =  38500
training @ iter =  38600
training @ iter =  38700
training @ iter =  38800
training @ iter =  38900
training @ iter =  39000
training @ iter =  39100
training @ iter =  39200
training @ iter =  39300
--> train minibatch error =  0.12
-->  14 32650 chunk_24_50000.pkl
training @ iter =  39400
training @ iter =  39500
training @ iter =  39600
training @ iter =  39700
training @ iter =  39800
training @ iter =  39900
iter  39999  validation
epoch 2, iter 40000, validation error 1.155000 %
epoch 2, iter 40000, train minibatch error 4.000000 %
epoch 2, iter 40000, train buffer error 0.800000 %
training @ iter =  40000
training @ iter =  40100
training @ iter =  40200
training @ iter =  40300
training @ iter =  40400
training @ iter =  40500
training @ iter =  40600
training @ iter =  40700
training @ iter =  40800
training @ iter =  40900
training @ iter =  41000
training @ iter =  41100
training @ iter =  41200
training @ iter =  41300
training @ iter =  41400
training @ iter =  41500
training @ iter =  41600
training @ iter =  41700
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  41800
training @ iter =  41900
iter  41999  validation
epoch 2, iter 42000, validation error 1.090000 %
epoch 2, iter 42000, train minibatch error 0.000000 %
epoch 2, iter 42000, train buffer error 0.800000 %
patience =  83998 0.99 83998
FPR, FNR =  0.011384822052 0.0104013346527
training @ iter =  42000
training @ iter =  42100
training @ iter =  42200
training @ iter =  42300
training @ iter =  42400
training @ iter =  42500
training @ iter =  42600
training @ iter =  42700
training @ iter =  42800
training @ iter =  42900
training @ iter =  43000
training @ iter =  43100
training @ iter =  43200
training @ iter =  43300
training @ iter =  43400
ERROR:  /home/ireyes/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  43500
training @ iter =  43600
--> train minibatch error =  0.12
-->  19 8950 chunk_4_50000.pkl
training @ iter =  43700
training @ iter =  43800
training @ iter =  43900
iter  43999  validation
epoch 2, iter 44000, validation error 1.227000 %
epoch 2, iter 44000, train minibatch error 2.000000 %
epoch 2, iter 44000, train buffer error 0.700000 %
training @ iter =  44000
training @ iter =  44100
training @ iter =  44200
--> train minibatch error =  0.14
-->  19 41400 chunk_4_50000.pkl
training @ iter =  44300
training @ iter =  44400
training @ iter =  44500
--> train minibatch error =  0.26
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.26
-->  20 6000 chunk_5_50000.pkl
training @ iter =  44600
training @ iter =  44700
training @ iter =  44800
training @ iter =  44900
training @ iter =  45000
training @ iter =  45100
training @ iter =  45200
training @ iter =  45300
training @ iter =  45400
training @ iter =  45500
training @ iter =  45600
--> train minibatch error =  0.12
-->  21 12100 chunk_6_50000.pkl
training @ iter =  45700
training @ iter =  45800
training @ iter =  45900
iter  45999  validation
epoch 2, iter 46000, validation error 1.070000 %
epoch 2, iter 46000, train minibatch error 2.000000 %
epoch 2, iter 46000, train buffer error 0.900000 %
patience =  91998 0.99 91998
FPR, FNR =  0.0111944148839 0.0102082986087
training @ iter =  46000
training @ iter =  46100
training @ iter =  46200
training @ iter =  46300
training @ iter =  46400
training @ iter =  46500
training @ iter =  46600
--> train minibatch error =  0.28
-->  22 7750 chunk_7_50000.pkl
training @ iter =  46700
training @ iter =  46800
training @ iter =  46900
training @ iter =  47000
training @ iter =  47100
training @ iter =  47200
training @ iter =  47300
training @ iter =  47400
training @ iter =  47500
training @ iter =  47600
training @ iter =  47700
training @ iter =  47800
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
--> train minibatch error =  0.34
-->  23 21500 chunk_8_50000.pkl
training @ iter =  47900
--> train minibatch error =  0.14
-->  23 25850 chunk_8_50000.pkl
iter  47999  validation
epoch 2, iter 48000, validation error 1.296000 %
epoch 2, iter 48000, train minibatch error 0.000000 %
epoch 2, iter 48000, train buffer error 0.900000 %
training @ iter =  48000
--> train minibatch error =  0.16
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 31950 chunk_8_50000.pkl
--> train minibatch error =  0.32
-->  23 32000 chunk_8_50000.pkl
--> train minibatch error =  0.12
-->  23 32050 chunk_8_50000.pkl
training @ iter =  48100
training @ iter =  48200
training @ iter =  48300
--> train minibatch error =  0.12
-->  23 44900 chunk_8_50000.pkl
training @ iter =  48400
training @ iter =  48500
training @ iter =  48600
training @ iter =  48700
training @ iter =  48800
training @ iter =  48900
training @ iter =  49000
training @ iter =  49100
--> train minibatch error =  0.12
-->  24 33600 chunk_9_50000.pkl
--> train minibatch error =  0.16
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.58
-->  24 34800 chunk_9_50000.pkl
--> train minibatch error =  0.12
-->  24 34850 chunk_9_50000.pkl
training @ iter =  49200
training @ iter =  49300
training @ iter =  49400
training @ iter =  49500
training @ iter =  49600
training @ iter =  49700
training @ iter =  49800
training @ iter =  49900
Learning rate:  0.05
iter  49999  validation
epoch 3, iter 50000, validation error 1.068000 %
epoch 3, iter 50000, train minibatch error 0.000000 %
epoch 3, iter 50000, train buffer error 0.900000 %
FPR, FNR =  0.0146971353907 0.00663019252196
training @ iter =  50000
--> train minibatch error =  0.14
-->  0 31200 chunk_10_50000.pkl
training @ iter =  50100
training @ iter =  50200
training @ iter =  50300
training @ iter =  50400
training @ iter =  50500
training @ iter =  50600
training @ iter =  50700
training @ iter =  50800
training @ iter =  50900
training @ iter =  51000
training @ iter =  51100
training @ iter =  51200
training @ iter =  51300
training @ iter =  51400
training @ iter =  51500
training @ iter =  51600
training @ iter =  51700
training @ iter =  51800
training @ iter =  51900
iter  51999  validation
epoch 3, iter 52000, validation error 1.038000 %
epoch 3, iter 52000, train minibatch error 2.000000 %
epoch 3, iter 52000, train buffer error 1.000000 %
patience =  103998 0.99 103998
FPR, FNR =  0.010705993792 0.0100600692052
training @ iter =  52000
training @ iter =  52100
training @ iter =  52200
training @ iter =  52300
training @ iter =  52400
training @ iter =  52500
training @ iter =  52600
training @ iter =  52700
training @ iter =  52800
training @ iter =  52900
training @ iter =  53000
training @ iter =  53100
--> train minibatch error =  0.18
-->  3 34000 chunk_13_50000.pkl
training @ iter =  53200
training @ iter =  53300
training @ iter =  53400
training @ iter =  53500
training @ iter =  53600
training @ iter =  53700
training @ iter =  53800
training @ iter =  53900
iter  53999  validation
epoch 3, iter 54000, validation error 1.057000 %
epoch 3, iter 54000, train minibatch error 2.000000 %
epoch 3, iter 54000, train buffer error 0.800000 %
training @ iter =  54000
training @ iter =  54100
training @ iter =  54200
training @ iter =  54300
--> train minibatch error =  0.14
-->  4 46200 chunk_14_50000.pkl
training @ iter =  54400
training @ iter =  54500
training @ iter =  54600
training @ iter =  54700
training @ iter =  54800
training @ iter =  54900
training @ iter =  55000
training @ iter =  55100
training @ iter =  55200
training @ iter =  55300
training @ iter =  55400
training @ iter =  55500
training @ iter =  55600
training @ iter =  55700
training @ iter =  55800
training @ iter =  55900
iter  55999  validation
epoch 3, iter 56000, validation error 0.999000 %
epoch 3, iter 56000, train minibatch error 0.000000 %
epoch 3, iter 56000, train buffer error 0.600000 %
patience =  111998 0.99 111998
FPR, FNR =  0.0115528318305 0.00842130860314
training @ iter =  56000
training @ iter =  56100
training @ iter =  56200
training @ iter =  56300
training @ iter =  56400
training @ iter =  56500
training @ iter =  56600
training @ iter =  56700
training @ iter =  56800
training @ iter =  56900
training @ iter =  57000
training @ iter =  57100
--> train minibatch error =  0.2
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 34400 chunk_17_50000.pkl
training @ iter =  57200
training @ iter =  57300
training @ iter =  57400
training @ iter =  57500
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  57600
training @ iter =  57700
training @ iter =  57800
training @ iter =  57900
iter  57999  validation
epoch 3, iter 58000, validation error 1.028000 %
epoch 3, iter 58000, train minibatch error 2.000000 %
epoch 3, iter 58000, train buffer error 0.900000 %
training @ iter =  58000
--> train minibatch error =  0.16
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.22
-->  8 30400 chunk_18_50000.pkl
training @ iter =  58100
--> train minibatch error =  0.16
-->  8 33600 chunk_18_50000.pkl
training @ iter =  58200
training @ iter =  58300
training @ iter =  58400
training @ iter =  58500
training @ iter =  58600
training @ iter =  58700
training @ iter =  58800
--> train minibatch error =  0.12
-->  9 20550 chunk_19_50000.pkl
training @ iter =  58900
training @ iter =  59000
training @ iter =  59100
training @ iter =  59200
training @ iter =  59300
training @ iter =  59400
training @ iter =  59500
training @ iter =  59600
--> train minibatch error =  0.16
-->  10 9100 chunk_20_50000.pkl
training @ iter =  59700
--> train minibatch error =  0.12
-->  10 14500 chunk_20_50000.pkl
--> train minibatch error =  0.14
-->  10 16700 chunk_20_50000.pkl
training @ iter =  59800
training @ iter =  59900
--> train minibatch error =  0.14
-->  10 25050 chunk_20_50000.pkl
iter  59999  validation
epoch 3, iter 60000, validation error 1.018000 %
epoch 3, iter 60000, train minibatch error 0.000000 %
epoch 3, iter 60000, train buffer error 0.700000 %
training @ iter =  60000
--> train minibatch error =  0.12
-->  10 32450 chunk_20_50000.pkl
training @ iter =  60100
training @ iter =  60200
training @ iter =  60300
training @ iter =  60400
training @ iter =  60500
training @ iter =  60600
training @ iter =  60700
training @ iter =  60800
training @ iter =  60900
training @ iter =  61000
training @ iter =  61100
training @ iter =  61200
--> train minibatch error =  0.12
-->  11 41250 chunk_21_50000.pkl
training @ iter =  61300
training @ iter =  61400
training @ iter =  61500
training @ iter =  61600
training @ iter =  61700
training @ iter =  61800
training @ iter =  61900
iter  61999  validation
epoch 3, iter 62000, validation error 1.040000 %
epoch 3, iter 62000, train minibatch error 2.000000 %
epoch 3, iter 62000, train buffer error 0.800000 %
training @ iter =  62000
training @ iter =  62100
training @ iter =  62200
training @ iter =  62300
training @ iter =  62400
training @ iter =  62500
training @ iter =  62600
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  62700
training @ iter =  62800
training @ iter =  62900
--> train minibatch error =  0.12
-->  13 23900 chunk_23_50000.pkl
training @ iter =  63000
training @ iter =  63100
training @ iter =  63200
training @ iter =  63300
training @ iter =  63400
training @ iter =  63500
training @ iter =  63600
training @ iter =  63700
training @ iter =  63800
training @ iter =  63900
iter  63999  validation
epoch 3, iter 64000, validation error 1.072000 %
epoch 3, iter 64000, train minibatch error 0.000000 %
epoch 3, iter 64000, train buffer error 0.900000 %
training @ iter =  64000
--> train minibatch error =  0.12
-->  14 32200 chunk_24_50000.pkl
--> train minibatch error =  0.12
-->  14 32650 chunk_24_50000.pkl
training @ iter =  64100
training @ iter =  64200
training @ iter =  64300
training @ iter =  64400
training @ iter =  64500
training @ iter =  64600
training @ iter =  64700
training @ iter =  64800
training @ iter =  64900
training @ iter =  65000
training @ iter =  65100
training @ iter =  65200
training @ iter =  65300
training @ iter =  65400
training @ iter =  65500
training @ iter =  65600
training @ iter =  65700
training @ iter =  65800
training @ iter =  65900
iter  65999  validation
epoch 3, iter 66000, validation error 1.037000 %
epoch 3, iter 66000, train minibatch error 0.000000 %
epoch 3, iter 66000, train buffer error 0.700000 %
training @ iter =  66000
training @ iter =  66100
training @ iter =  66200
training @ iter =  66300
training @ iter =  66400
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  66500
training @ iter =  66600
training @ iter =  66700
training @ iter =  66800
training @ iter =  66900
training @ iter =  67000
training @ iter =  67100
training @ iter =  67200
training @ iter =  67300
training @ iter =  67400
training @ iter =  67500
training @ iter =  67600
training @ iter =  67700
training @ iter =  67800
training @ iter =  67900
iter  67999  validation
